"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2024-08-01 00:00:00,95.4,95.4,95.4,95.4,0,18,
2024-08-01 00:01:00,95.4,95.4,95.4,95.4,0,3,
2024-08-01 00:14:00,95.4,95.4,95.4,95.4,0,27,
2024-08-01 00:25:00,95.4,95.4,95.4,95.4,0,24,
2024-08-01 00:26:00,95.4,95.4,95.4,95.4,0,14,
2024-08-01 00:41:00,95.405,95.405,95.405,95.405,0.0049999999999954525,87,
2024-08-01 01:25:00,95.4,95.4,95.4,95.4,-0.0049999999999954525,12,
2024-08-01 01:28:00,95.4,95.4,95.4,95.4,0,8,
2024-08-01 01:29:00,95.4,95.4,95.4,95.4,0,13,
2024-08-01 01:30:00,95.4,95.4,95.4,95.4,0,4,
2024-08-01 01:37:00,95.4,95.4,95.4,95.4,0,21,
2024-08-01 01:59:00,95.4,95.4,95.4,95.4,0,118,
2024-08-01 02:00:00,95.4,95.4,95.4,95.4,0,5,
2024-08-01 02:01:00,95.4,95.4,95.4,95.4,0,257,
2024-08-01 02:14:00,95.4,95.4,95.4,95.4,0,113,
2024-08-01 02:15:00,95.4,95.4,95.4,95.4,0,50,
2024-08-01 02:16:00,95.4,95.4,95.4,95.4,0,13,
2024-08-01 02:18:00,95.4,95.4,95.4,95.4,0,4,
2024-08-01 02:19:00,95.4,95.4,95.4,95.4,0,47,
2024-08-01 02:29:00,95.395,95.395,95.395,95.395,-0.005000000000009663,1,
2024-08-01 02:31:00,95.4,95.4,95.4,95.4,0.005000000000009663,140,
2024-08-01 03:07:00,95.4,95.4,95.4,95.4,0,2,
2024-08-01 03:08:00,95.4,95.4,95.4,95.4,0,362,
2024-08-01 03:09:00,95.4,95.4,95.4,95.4,0,11,
2024-08-01 03:11:00,95.4,95.4,95.4,95.4,0,569,
2024-08-01 03:14:00,95.4,95.4,95.4,95.4,0,30,
2024-08-01 03:17:00,95.4,95.4,95.4,95.4,0,13,
2024-08-01 03:26:00,95.4,95.4,95.4,95.4,0,40,
2024-08-01 03:28:00,95.395,95.395,95.395,95.395,-0.005000000000009663,119,
2024-08-01 03:29:00,95.395,95.395,95.395,95.395,0,40,
