time,open,high,low,close,Volume
1695213840,94.665,94.665,94.665,94.665,115
1695214020,94.665,94.665,94.665,94.665,12
1695214200,94.665,94.665,94.665,94.665,1000
1695214260,94.665,94.665,94.665,94.665,1500
1695214320,94.67,94.67,94.67,94.67,200
1695214380,94.665,94.665,94.665,94.665,314
1695214620,94.665,94.665,94.665,94.665,500
1695215580,94.67,94.67,94.665,94.665,658
1695217020,94.67,94.67,94.67,94.67,350
1695217140,94.67,94.67,94.67,94.67,500
1695217620,94.665,94.665,94.665,94.665,1
1695218040,94.665,94.665,94.665,94.665,10
1695218700,94.67,94.67,94.67,94.67,158
1695219480,94.665,94.665,94.665,94.665,5
1695220800,94.665,94.665,94.665,94.665,100
1695221040,94.665,94.665,94.665,94.665,179
1695221160,94.665,94.665,94.665,94.665,500
1695221340,94.665,94.665,94.665,94.665,14
1695221580,94.67,94.67,94.67,94.67,1
1695221640,94.665,94.665,94.665,94.665,100
1695221880,94.665,94.665,94.665,94.665,400
1695222060,94.67,94.67,94.67,94.67,96
1695222300,94.67,94.67,94.67,94.67,100
1695222600,94.67,94.67,94.67,94.67,50
1695222900,94.665,94.665,94.665,94.665,274
1695223020,94.665,94.665,94.665,94.665,16
1695223200,94.665,94.665,94.665,94.665,2
1695223740,94.665,94.665,94.665,94.665,25
1695223860,94.67,94.67,94.67,94.67,725
1695223920,94.67,94.67,94.67,94.67,10
1695224040,94.67,94.67,94.67,94.67,128
1695224100,94.665,94.665,94.665,94.665,2
1695224220,94.67,94.67,94.67,94.67,30
1695224340,94.665,94.665,94.665,94.665,22
1695224520,94.665,94.665,94.665,94.665,7
1695224580,94.665,94.665,94.665,94.665,7
1695224700,94.665,94.665,94.665,94.665,59
1695224820,94.665,94.665,94.665,94.665,31
1695224880,94.665,94.665,94.665,94.665,12
1695224940,94.665,94.665,94.665,94.665,8
1695225060,94.665,94.665,94.665,94.665,9
1695225120,94.665,94.665,94.665,94.665,11
1695225180,94.665,94.665,94.665,94.665,8
1695225300,94.665,94.665,94.665,94.665,8
1695225420,94.665,94.665,94.665,94.665,7
1695225540,94.665,94.665,94.665,94.665,8
1695225600,94.67,94.67,94.67,94.67,49
1695225660,94.665,94.665,94.665,94.665,36
1695225780,94.665,94.665,94.665,94.665,7
1695225900,94.665,94.665,94.665,94.665,7
1695225960,94.665,94.665,94.665,94.665,7
1695226080,94.665,94.665,94.665,94.665,9
1695226200,94.665,94.665,94.665,94.665,91
1695226320,94.665,94.665,94.665,94.665,9
1695226440,94.665,94.665,94.665,94.665,8
1695226560,94.665,94.665,94.665,94.665,9
1695226680,94.665,94.665,94.665,94.665,9
1695226860,94.665,94.665,94.665,94.665,9
1695226980,94.665,94.67,94.665,94.67,108
1695227100,94.665,94.665,94.665,94.665,9
1695227220,94.665,94.665,94.665,94.665,8
1695227340,94.665,94.665,94.665,94.665,8
1695227460,94.665,94.665,94.665,94.665,8
1695227580,94.665,94.665,94.665,94.665,8
1695227700,94.665,94.665,94.665,94.665,9
1695227820,94.665,94.665,94.665,94.665,9
1695227940,94.665,94.665,94.665,94.665,7
1695228060,94.67,94.67,94.665,94.67,111
1695228120,94.67,94.67,94.67,94.67,135
1695228180,94.665,94.665,94.665,94.665,8
1695228300,94.665,94.665,94.665,94.665,7
1695228360,94.665,94.665,94.665,94.665,30
1695228480,94.665,94.665,94.665,94.665,8
1695228600,94.665,94.665,94.665,94.665,9
1695228720,94.665,94.665,94.665,94.665,9
1695228840,94.665,94.665,94.665,94.665,9
1695228960,94.67,94.67,94.67,94.67,8
1695229020,94.665,94.67,94.665,94.67,23
1695229080,94.665,94.665,94.665,94.665,8
1695229140,94.67,94.67,94.67,94.67,216
1695229200,94.665,94.665,94.665,94.665,9
1695229320,94.67,94.67,94.67,94.67,982
1695229380,94.665,94.67,94.665,94.67,3600
1695229440,94.665,94.665,94.665,94.665,8
1695229560,94.665,94.665,94.665,94.665,7
1695229680,94.665,94.665,94.665,94.665,857
1695229800,94.665,94.665,94.665,94.665,7
1695229860,94.665,94.665,94.665,94.665,9
1695229920,94.67,94.67,94.67,94.67,72
1695229980,94.665,94.665,94.665,94.665,278
1695230100,94.665,94.665,94.665,94.665,9
1695230220,94.67,94.67,94.67,94.67,6
1695230280,94.665,94.67,94.665,94.67,240
1695230400,94.665,94.665,94.665,94.665,7
1695230460,94.665,94.665,94.665,94.665,9
1695230580,94.665,94.665,94.665,94.665,9
1695230640,94.67,94.67,94.665,94.665,10
1695230760,94.665,94.665,94.665,94.665,7
1695230820,94.665,94.665,94.665,94.665,9
1695230880,94.665,94.67,94.665,94.67,5
1695231000,94.665,94.665,94.665,94.665,9
1695231060,94.67,94.67,94.67,94.67,48
1695231120,94.665,94.67,94.665,94.67,10
1695231240,94.665,94.67,94.665,94.67,14
1695231360,94.665,94.665,94.665,94.665,7
1695231480,94.665,94.665,94.665,94.665,9
1695231540,94.67,94.67,94.67,94.67,100
1695231600,94.67,94.67,94.665,94.665,31
1695231660,94.67,94.67,94.67,94.67,2
1695231720,94.665,94.67,94.665,94.67,309
1695231780,94.67,94.67,94.67,94.67,185
1695231840,94.665,94.665,94.665,94.665,7
1695231960,94.67,94.67,94.67,94.67,5
1695232020,94.67,94.67,94.665,94.67,1743
1695232080,94.67,94.67,94.67,94.67,500
1695232140,94.67,94.67,94.67,94.67,4708
1695232320,94.67,94.67,94.67,94.67,1
1695232380,94.67,94.67,94.67,94.67,29
1695232500,94.67,94.67,94.67,94.67,244
1695232560,94.67,94.67,94.67,94.67,388
1695232620,94.67,94.67,94.67,94.67,1452
1695232680,94.67,94.67,94.67,94.67,50
1695232740,94.67,94.67,94.665,94.665,657
1695232800,94.665,94.67,94.665,94.67,30486
1695232860,94.67,94.675,94.67,94.67,135
1695232920,94.67,94.67,94.67,94.67,2482
1695232980,94.67,94.67,94.67,94.67,309
1695233040,94.67,94.67,94.67,94.67,84
1695233100,94.67,94.67,94.67,94.67,1039
1695233160,94.67,94.67,94.67,94.67,54
1695233220,94.67,94.67,94.67,94.67,355
1695233280,94.67,94.675,94.67,94.675,401
1695233400,94.67,94.67,94.67,94.67,142
1695233460,94.67,94.67,94.67,94.67,454
1695233520,94.67,94.675,94.67,94.675,22
1695233700,94.67,94.67,94.67,94.67,365
1695233760,94.67,94.67,94.67,94.67,1239
1695233880,94.67,94.67,94.67,94.67,69
1695234000,94.67,94.67,94.67,94.67,6
1695234060,94.67,94.67,94.67,94.67,62
1695234120,94.67,94.67,94.67,94.67,1
1695234180,94.67,94.67,94.67,94.67,223
1695234360,94.67,94.67,94.67,94.67,5
1695234420,94.67,94.67,94.67,94.67,6
1695234480,94.67,94.67,94.67,94.67,151
1695234540,94.67,94.67,94.67,94.67,1
1695234720,94.67,94.67,94.67,94.67,25
1695234780,94.67,94.67,94.67,94.67,44
1695235200,94.67,94.67,94.67,94.67,18
1695235260,94.67,94.67,94.67,94.67,3
1695236100,94.67,94.67,94.67,94.67,126
1695236340,94.675,94.675,94.675,94.675,3
1695236400,94.675,94.675,94.675,94.675,33
1695236640,94.675,94.675,94.675,94.675,55
1695237000,94.675,94.675,94.675,94.675,3
1695238260,94.67,94.67,94.67,94.67,79
1695238740,94.675,94.675,94.675,94.675,200
1695238980,94.67,94.67,94.67,94.67,41
1695239220,94.67,94.67,94.67,94.67,24
1695239700,94.675,94.675,94.675,94.675,192
1695239760,94.67,94.67,94.67,94.67,13
1695240420,94.67,94.67,94.67,94.67,8
1695240480,94.675,94.675,94.675,94.675,125
1695241800,94.675,94.675,94.675,94.675,584
1695242460,94.67,94.67,94.67,94.67,2000
1695243000,94.675,94.675,94.675,94.675,6
1695243300,94.67,94.67,94.67,94.67,38
1695243480,94.675,94.675,94.67,94.67,4023
1695243540,94.675,94.675,94.675,94.675,17
1695247500,94.67,94.67,94.67,94.67,3609
1695247740,94.675,94.675,94.675,94.675,1
1695252420,94.675,94.675,94.675,94.675,1000
1695261240,94.675,94.675,94.675,94.675,1
1695261780,94.67,94.67,94.67,94.67,3
1695262380,94.67,94.67,94.67,94.67,2
1695264060,94.67,94.67,94.67,94.67,19
1695266460,94.675,94.675,94.675,94.675,3
1695270060,94.67,94.67,94.67,94.67,30
1695270360,94.675,94.675,94.675,94.675,1
1695278040,94.675,94.675,94.675,94.675,200
1695278340,94.675,94.675,94.675,94.675,1
1695279480,94.67,94.67,94.67,94.67,250
1695281520,94.67,94.67,94.67,94.67,3
1695282540,94.67,94.67,94.67,94.67,3500
1695282660,94.675,94.675,94.675,94.675,24
1695284460,94.675,94.675,94.675,94.675,126
1695285960,94.67,94.67,94.67,94.67,200
1695286500,94.67,94.67,94.67,94.67,1
1695287940,94.675,94.675,94.675,94.675,1
1695291120,94.67,94.67,94.67,94.67,5
1695296940,94.675,94.675,94.675,94.675,3
1695297120,94.67,94.67,94.67,94.67,1
1695298140,94.67,94.67,94.67,94.67,193
1695298200,94.675,94.675,94.675,94.675,2
1695298620,94.67,94.67,94.67,94.67,802
1695298860,94.67,94.67,94.67,94.67,186
1695298980,94.67,94.67,94.67,94.67,55
1695299100,94.675,94.675,94.675,94.675,8
1695299340,94.67,94.67,94.67,94.67,2
1695299400,94.67,94.67,94.67,94.67,82
1695299520,94.67,94.67,94.67,94.67,22
1695299700,94.675,94.675,94.675,94.675,3
1695300060,94.67,94.67,94.67,94.67,392
1695300180,94.67,94.67,94.67,94.67,2
1695301320,94.67,94.67,94.67,94.67,1
1695301920,94.67,94.67,94.67,94.67,3
1695301980,94.675,94.675,94.675,94.675,9
1695302100,94.67,94.67,94.67,94.67,1
1695302160,94.67,94.67,94.67,94.67,1
1695302280,94.67,94.67,94.67,94.67,20
1695302460,94.675,94.675,94.67,94.67,54
1695302820,94.67,94.67,94.67,94.67,1
1695302880,94.67,94.67,94.67,94.67,31894
1695303000,94.67,94.67,94.67,94.67,1
1695303060,94.67,94.67,94.67,94.67,68
1695303120,94.67,94.67,94.67,94.67,14
1695303180,94.67,94.67,94.67,94.67,7
1695303240,94.67,94.67,94.67,94.67,1
1695303360,94.67,94.67,94.67,94.67,1360
1695304740,94.67,94.67,94.67,94.67,1
1695304860,94.67,94.67,94.67,94.67,12
1695304920,94.675,94.675,94.675,94.675,200
1695304980,94.67,94.67,94.67,94.67,70
1695305160,94.67,94.675,94.67,94.67,656
1695305280,94.67,94.67,94.67,94.67,402
1695305340,94.67,94.67,94.67,94.67,106
1695305640,94.67,94.67,94.67,94.67,2
1695305700,94.67,94.67,94.67,94.67,1
1695306060,94.675,94.675,94.675,94.675,1
1695306120,94.67,94.67,94.67,94.67,3
1695306480,94.67,94.67,94.67,94.67,65
1695306600,94.67,94.67,94.67,94.67,3
1695307740,94.67,94.67,94.67,94.67,1
1695307860,94.67,94.67,94.67,94.67,1
1695308040,94.67,94.67,94.67,94.67,2
1695308220,94.67,94.67,94.67,94.67,1
1695308280,94.67,94.67,94.67,94.67,34
1695308460,94.67,94.67,94.67,94.67,1
1695308520,94.67,94.67,94.67,94.67,1
1695308700,94.67,94.67,94.67,94.67,1
1695309420,94.67,94.67,94.67,94.67,5000
1695309480,94.67,94.67,94.67,94.67,86
1695309660,94.67,94.67,94.67,94.67,4
1695309780,94.67,94.67,94.67,94.67,5
1695310500,94.67,94.67,94.67,94.67,1
1695311040,94.67,94.67,94.67,94.67,2
1695311100,94.67,94.67,94.67,94.67,1
1695312000,94.67,94.67,94.67,94.67,28
1695312420,94.675,94.675,94.675,94.675,500
1695314700,94.675,94.675,94.675,94.675,26
1695314760,94.675,94.675,94.675,94.675,218
1695315540,94.675,94.675,94.675,94.675,185
1695316140,94.67,94.67,94.67,94.67,10
1695318240,94.67,94.67,94.67,94.67,56
1695319260,94.67,94.67,94.67,94.67,1
1695319800,94.67,94.67,94.67,94.67,1
1695319980,94.675,94.675,94.675,94.675,2
1695320100,94.67,94.67,94.67,94.67,1
1695320700,94.67,94.67,94.67,94.67,2
1695320760,94.67,94.67,94.67,94.67,1
1695321000,94.67,94.67,94.67,94.67,21
1695321060,94.67,94.67,94.67,94.67,16
1695321120,94.67,94.67,94.67,94.67,176
1695321180,94.67,94.67,94.67,94.67,35
1695321240,94.67,94.67,94.67,94.67,37
1695321300,94.67,94.67,94.67,94.67,36
1695321360,94.67,94.67,94.67,94.67,35
1695321420,94.67,94.67,94.67,94.67,77
1695321480,94.67,94.67,94.67,94.67,33
1695321540,94.67,94.67,94.67,94.67,38
1695321600,94.67,94.67,94.67,94.67,33
1695321660,94.67,94.67,94.67,94.67,36
1695321780,94.67,94.67,94.67,94.67,38
1695321840,94.67,94.67,94.67,94.67,34
