"timestamp","asset","price","tokenVolume"
2023-09-22 11:15:07,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.969999998059998,10.309266
2023-09-22 11:15:07,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.0300000019400023,10.309266
2023-09-24 00:52:31,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.2,555
2023-09-24 00:52:31,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.8,555
2023-09-24 01:46:05,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.2,333
2023-09-24 01:46:05,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.8,888
2023-09-24 01:46:05,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.2,555
2023-09-24 02:02:28,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.8,555
2023-09-24 02:02:28,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.2,555
2023-09-24 17:06:25,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.8,500
2023-09-24 17:06:25,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.2,500
2023-09-25 09:32:32,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.2,166
2023-09-25 09:32:32,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.8,166
2023-09-26 16:33:22,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.81,150
2023-09-26 16:33:22,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.19,150
2023-09-28 01:53:15,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.83,30
2023-09-28 01:53:15,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.17,30
2023-09-28 05:27:09,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.17,30
2023-09-28 05:27:09,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.83,30
2023-09-28 15:24:14,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.17,30
2023-09-28 15:24:14,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.83,30
2023-09-28 16:05:04,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.17,222
2023-09-28 16:05:04,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.17,150
2023-09-28 16:05:04,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.83,372
2023-09-28 21:21:41,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.16,55
2023-09-28 21:21:41,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.84,55
2023-09-29 00:51:23,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.17,53
2023-09-29 00:51:23,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.83,53
2023-09-29 15:49:24,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.89,55
2023-09-29 15:49:24,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.11,55
2023-09-30 19:06:53,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.92,25
2023-09-30 19:06:53,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.08,25
2023-10-01 05:35:21,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.84,50
2023-10-01 05:35:21,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.16,50
2023-10-01 05:35:59,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.84,50
2023-10-01 05:35:59,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.16,50
2023-10-02 03:01:36,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.8,50
2023-10-02 03:01:36,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.2,50
2023-10-02 03:06:49,"64491459036649486465219314835076276447891025704214489957553300520629529973873",0.78,500
2023-10-02 03:06:49,"10372453836545482036828827854996378603070140800443301391619059118461747859367",0.22,700
