150.324,40.005
150.324,37.779
153.085,37.779
153.085,37.275
155.365,37.275
155.365,36.372
158.724,36.372
158.724,35.952
161.548,35.952
161.548,34.482
164.37,34.482
164.37,29.862
167.161,29.862
167.161,25.473
170.008,25.473
170.008,30.576
172.884,30.576
172.884,27.279
175.696,27.279
175.696,27.342
177.608,27.342
177.608,27.216
180.763,27.216
180.763,27.762
184.486,27.762
184.486,28.056
187.283,28.056
187.283,24.129
190.157,24.129
190.157,25.263
193.104,25.263
193.104,24.549
196.156,24.549
196.156,22.323
199.046,22.323
199.046,24.906
202.108,24.906
202.108,23.646
204.965,23.646
204.965,22.806
207.929,22.806
207.929,21.483
211.12,21.483
211.12,19.383
214.141,19.383
214.141,22.386
217.142,22.386
217.142,23.499
220.328,23.499
220.328,22.953
223.316,22.953
223.316,23.793
226.474,23.793
226.474,23.163
229.366,23.163
229.366,23.919
232.553,23.919
232.553,22.953
235.961,22.953
235.961,22.869
239.088,22.869
239.088,18.816
242.065,18.816
242.065,21.126
245.218,21.126
245.218,22.323
248.368,22.323
248.368,18.606
251.9,18.606
251.9,22.176
255.063,22.176
255.063,20.706
258.034,20.706
258.034,20.916
261.619,20.916
261.619,20.433
264.811,20.433
264.811,21.693
268.135,21.693
268.135,21.693
271.415,21.693
271.415,18.963
273.839,18.963
273.839,19.236
278.028,19.236
278.028,15.75
281.149,15.75
281.149,16.149
284.576,16.149
284.576,18.543
287.813,18.543
287.813,14.91
291.098,14.91
291.098,17.976
294.513,17.976
294.513,16.443
297.85,16.443
297.85,14.343
301.192,14.343
301.192,15.33
304.482,15.33
304.482,10.71
308,10.71
308,14.133
311.377,14.133
311.377,14.616
314.747,14.616
314.747,7.98
318.297,7.98
318.297,10.143
321.598,10.143
321.598,9.03
324.916,9.03
324.916,4.2
328.508,4.2
328.508,3.633
331.025,3.633
331.025,1.113
334.128,1.113
334.128,0.63
338.402,0.63
338.402,0.777
342.102,0.777
342.102,0.567
344.656,0.567
344.656,1.533
348.942,1.533
348.942,1.197
352.296,1.197
352.296,0.84
355.815,0.84
355.815,0.483
359.254,0.483
359.254,0.693
362.555,0.693
362.555,0.693
366.125,0.693
366.125,0.84
369.533,0.84
369.533,1.47
372.173,1.47
372.173,0.42
376.408,0.42
376.408,0.42
379.938,0.42
379.938,0.42
405.742,0.42
405.742,0.42
409.463,0.42
409.463,0.147
413.045,0.147
413.045,0.84
416.595,0.84
416.595,0.42
420.246,0.42
420.246,0
422.914,0
422.914,0
441.291,0
441.291,0.147
444.749,0.147
444.749,0.147
447.271,0.147
447.271,0.147
451.502,0.147
451.502,0
454.656,0
454.656,0.273
458.816,0.273
458.816,0
462.437,0
462.437,0.147
465.286,0.147
465.286,0.147
469.454,0.147
469.454,0.147
472.927,0.147
472.927,0.147
476.783,0.147
476.783,0.273
480.193,0.273
480.193,0.273
483.577,0.273
483.577,0.147
487.369,0.147
487.369,0.273
490.781,0.273
490.781,0
494.083,0
494.083,0.147
497.96,0.147
497.96,0
501.339,0
501.339,0.147
505.063,0.147
505.063,0
508.784,0
508.784,0.147
511.856,0.147
511.856,0
515.905,0
515.905,0
519.127,0
519.127,0
522.817,0
522.817,0
526.46,0
526.46,0.42
529.762,0.42
529.762,0.147
533.454,0.147
533.454,0.147
537.101,0.147
537.101,0.147
540.589,0.147
540.589,0.42
544.159,0.42
544.159,0.147
547.624,0.147
547.624,0
551.394,0
551.394,0
554.669,0
554.669,0
558.109,0
558.109,0
561.504,0
561.504,0
565.476,0
565.476,0
568.847,0
568.847,0
572.618,0
572.618,0
576.256,0
576.256,0
579.932,0
579.932,0
583.286,0
583.286,0
585.748,0
585.748,0
589.717,0
589.717,0
593.683,0
593.683,0
597.528,0
597.528,0
601.343,0
601.343,0.147
604.622,0.147
604.622,0
608.176,0
608.176,0
612,0
612,0
