M0,100.38
1.523,100.38
1.523,100.527
2.823,100.527
2.823,99.624
4.339,99.624
4.339,100.863
6.015,100.863
6.015,101.64
7.338,101.64
7.338,102.27
8.838,102.27
8.838,96.054
9.262,96.054
9.262,95.214
11.548,95.214
11.548,100.737
12.946,100.737
12.946,97.587
14.506,97.587
14.506,99.477
15.905,99.477
15.905,96.684
17.343,96.684
17.343,96.39
18.845,96.39
18.845,97.65
20.174,97.65
20.174,96.6
21.639,96.6
21.639,96.957
23.121,96.957
23.121,93.534
24.607,93.534
24.607,92.19
25.965,92.19
25.965,92.337
27.487,92.337
27.487,91.35
30.463,91.35
30.463,92.4
32.003,92.4
32.003,87.024
35,87.024
35,87.444
36.36,87.444
36.36,88.011
37.775,88.011
37.775,88.011
39.459,88.011
39.459,86.331
41.018,86.331
41.018,88.494
43.87,88.494
43.87,87.444
46.971,87.444
46.971,82.887
48.531,82.887
48.531,85.701
50.063,85.701
50.063,84.084
51.558,84.084
51.558,84.714
66.842,84.714
66.842,81.501
69.177,81.501
69.177,78.498
71.182,78.498
71.182,77.448
73.387,77.448
73.387,78.141
75.454,78.141
75.454,69.468
77.675,69.468
77.675,71.778
79.918,71.778
79.918,70.938
82.1,70.938
82.1,70.938
83.501,70.938
83.501,68.145
86.487,68.145
86.487,72.471
88.823,72.471
88.823,68.481
90.776,68.481
90.776,68.145
93.184,68.145
93.184,70.308
95.456,70.308
95.456,64.785
98.422,64.785
98.422,70.791
100.283,70.791
100.283,67.011
103.101,67.011
103.101,68.691
105.483,68.691
105.483,65.688
108.896,65.688
108.896,63.525
111.34,63.525
111.34,61.215
113.713,61.215
113.713,64.365
116.123,64.365
116.123,60.375
118.619,60.375
118.619,61.635
121.201,61.635
121.201,57.162
123.704,57.162
123.704,59.808
125.657,59.808
125.657,57.225
128.866,57.225
128.866,53.235
131.475,53.235
131.475,47.565
134.058,47.565
134.058,44.205
136.795,44.205
136.795,46.032
139.441,46.032
139.441,44.709
142.072,44.709
142.072,46.452
144.881,46.452
144.881,41.475
146.822,41.475
146.822,40.005
