"timestamp","asset","price","tokenVolume"
1698090622,"115570981123842187496894360626945622467149923579919003091466749371113066796130",0.140000000344,116.279064
1698090622,"77552040852776799051437593597446435884981722751330016738803930489545113745822",0.859999999656,116.279064
1698933771,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.07,55
1698933771,"12408230057550388631927572995498874087256748510441651102756939481228298956369",0.93,55
1698978382,"115570981123842187496894360626945622467149923579919003091466749371113066796130",0.1,25
1698978382,"77552040852776799051437593597446435884981722751330016738803930489545113745822",0.9,25
1699017448,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.07,500
1699017448,"12408230057550388631927572995498874087256748510441651102756939481228298956369",0.93,500
1699017456,"77552040852776799051437593597446435884981722751330016738803930489545113745822",0.94,500
1699017456,"115570981123842187496894360626945622467149923579919003091466749371113066796130",0.06,500
1699017718,"115570981123842187496894360626945622467149923579919003091466749371113066796130",0.05,100
1699017718,"77552040852776799051437593597446435884981722751330016738803930489545113745822",0.95,100
1699019005,"12408230057550388631927572995498874087256748510441651102756939481228298956369",0.94,555
1699019005,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.06,555
1699023242,"77552040852776799051437593597446435884981722751330016738803930489545113745822",0.939999999624,53.191483
1699023242,"115570981123842187496894360626945622467149923579919003091466749371113066796130",0.060000000376,53.191483
1699034554,"12408230057550388631927572995498874087256748510441651102756939481228298956369",0.94,138.84
1699034554,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.06,138.84
1699034568,"77552040852776799051437593597446435884981722751330016738803930489545113745822",0.94,63
1699034568,"115570981123842187496894360626945622467149923579919003091466749371113066796130",0.06,63
1699059058,"115570981123842187496894360626945622467149923579919003091466749371113066796130",0.06,133.59
1699059058,"77552040852776799051437593597446435884981722751330016738803930489545113745822",0.94,133.59
1699059070,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.06,31.88
1699059070,"12408230057550388631927572995498874087256748510441651102756939481228298956369",0.94,31.88
1699302400,"77552040852776799051437593597446435884981722751330016738803930489545113745822",0.95,55
1699302400,"115570981123842187496894360626945622467149923579919003091466749371113066796130",0.05,55
1699414935,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.06,25
1699414935,"12408230057550388631927572995498874087256748510441651102756939481228298956369",0.94,25
1699415791,"115570981123842187496894360626945622467149923579919003091466749371113066796130",0.06,25
1699415791,"77552040852776799051437593597446435884981722751330016738803930489545113745822",0.94,25
1699544745,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.07,50
1699544745,"12408230057550388631927572995498874087256748510441651102756939481228298956369",0.93,50
1699558472,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.07,61
1699558472,"12408230057550388631927572995498874087256748510441651102756939481228298956369",0.93,61
1699558592,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.06,195.72
1699558592,"6197481189033769568626680072622228905698064013605526615840685296396952665260",0.06,195.72
