"timestamp","asset","price","tokenVolume"
1675378630,"5950497898383374283070528183684144466469822405683850609823913419711221976131",0.979999998138,204.081631
1675378630,"5950497898383374283070528183684144466469822405683850609823913419711221976131",0.979999998138,204.081631
1675378648,"5950497898383374283070528183684144466469822405683850609823913419711221976131",0.979999973793871,36.632652
1675378648,"5950497898383374283070528183684144466469822405683850609823913419711221976131",0.979999973793871,36.632652
1675436882,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.02,500
1675436882,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.98,500
1675440664,"72294666140754361869380518337420725455262050422547969407634623121636645463518",0.03,15
1675440664,"84358536076794190566281282771045821073392632216347910120806230777130420551280",0.97,15
1675441434,"5950497898383374283070528183684144466469822405683850609823913419711221976131",0.99,24.99
1675441434,"5950497898383374283070528183684144466469822405683850609823913419711221976131",0.99,24.99
1675453947,"100609607625182382624193104548921774973445408678431158778514964996831797085537",0.01,100
1675453947,"5950497898383374283070528183684144466469822405683850609823913419711221976131",0.99,100
1675454067,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.07,15
1675454067,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.07,15
1675474644,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.01,100
1675474644,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.99,100
1675489982,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.98,20
1675489982,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.02,20
1675541805,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.99,100
1675541805,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.01,100
1675541823,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.99,100
1675541823,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.01,100
1675544593,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.99,100
1675544593,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.01,100
1675544615,"72294666140754361869380518337420725455262050422547969407634623121636645463518",0.05,15
1675544615,"84358536076794190566281282771045821073392632216347910120806230777130420551280",0.95,15
1675551187,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.98,50
1675551187,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.02,50
1675551227,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.97,33
1675551227,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.03,33
1675553769,"84358536076794190566281282771045821073392632216347910120806230777130420551280",0.85,100
1675553769,"72294666140754361869380518337420725455262050422547969407634623121636645463518",0.15,100
1675576208,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.98,70
1675576208,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.02,70
1675598564,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.98,360
1675598564,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.0349435665914221,1772
1675598564,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.94,412
1675598564,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.97,1000
1675602733,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.97,67
1675602733,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.0352733686067019,141.75
1675602733,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.96,74.75
1675696762,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.01,300
1675696762,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.99,300
1675705042,"84358536076794190566281282771045821073392632216347910120806230777130420551280",0.93,10
1675705042,"72294666140754361869380518337420725455262050422547969407634623121636645463518",0.07,10
1675705120,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.94,1
1675705120,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.06,1
1675709597,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.01,25
1675709597,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.99,25
1675709611,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.99,412
1675709611,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.01,412
1675716786,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.0640146290078401,312.42857
1675716786,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.94,187
1675716786,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.930000007175399,125.42857
1675740857,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.97,500
1675740857,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.03,500
1675795665,"5615947562037222207759514440869988807185681615507353164574227709928462235101",0.07,1
1675795665,"104732946420867212876592513219147434415013052074568673654354352467573893859883",0.93,1
1675797675,"72294666140754361869380518337420725455262050422547969407634623121636645463518",0.06,15
1675797675,"84358536076794190566281282771045821073392632216347910120806230777130420551280",0.94,15
1675798887,"54376778741683480050550946809771489751183901510562630512206908735602714303892",0.01,100
1675798887,"97385798091632246573415737604627216013148419104624989081859283030082201660040",0.99,100
1675799047,"84358536076794190566281282771045821073392632216347910120806230777130420551280",0.967238981035025,90.54639
1675799047,"84358536076794190566281282771045821073392632216347910120806230777130420551280",0.969999995423089,65.54639
1675799047,"72294666140754361869380518337420725455262050422547969407634623121636645463518",0.04,25
1675805080,"72294666140754361869380518337420725455262050422547969407634623121636645463518",0.03,2000
1675805080,"84358536076794190566281282771045821073392632216347910120806230777130420551280",0.97,2000
1675808336,"84358536076794190566281282771045821073392632216347910120806230777130420551280",0.96,100
1675808336,"72294666140754361869380518337420725455262050422547969407634623121636645463518",0.04,100
