"timestamp","asset","price","tokenVolume"
1718230089,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.08,12.5
1718230089,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.92,12.5
1718236197,"71914038773350234130553415116948415426792971631252265695143324140554345804068",0.09,50
1718236197,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.91,50
1718237012,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.91,79
1718237012,"71914038773350234130553415116948415426792971631252265695143324140554345804068",0.09,1584
1718237012,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.91,505
1718237012,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.91,1000
1718240291,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.92,10
1718240291,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.92,10
1718263771,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.91,79
1718263771,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.91,79
1718264489,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.996,100.4015
1718264489,"58489327197666729130888438447784692458397801742406884624482733019916335006485",0.004,100.4015
1718264547,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.992,100.4
1718264547,"58489327197666729130888438447784692458397801742406884624482733019916335006485",0.008,100.4
1718280546,"71914038773350234130553415116948415426792971631252265695143324140554345804068",0.08,230
1718280546,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.92,990
1718280546,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.92,1220
1718281924,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.93,55
1718281924,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.93,150
1718281924,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.07,205
1718281932,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.924,67
1718281932,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.076,67
1718281954,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.92,542.5
1718281954,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.08,542.5
1718281982,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.912,555
1718281982,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.088,755
1718281982,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.912,200
1718281984,"58489327197666729130888438447784692458397801742406884624482733019916335006485",0.004,200
1718281984,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.996,200
1718281984,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.915,55
1718281984,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.914,145
1718281984,"71914038773350234130553415116948415426792971631252265695143324140554345804068",0.085725,200
1718281984,"2955663574388335100151089034981714479605517124715864795130556110892243307868",0.003,200
1718281984,"45188797391318900757657665356653480210140000074344065807354500801374986024758",0.997,200
1718282000,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.912,200
1718282000,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.912,200
1718282000,"58489327197666729130888438447784692458397801742406884624482733019916335006485",0.004,200
1718282000,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.996,200
1718282000,"71914038773350234130553415116948415426792971631252265695143324140554345804068",0.08845,200
1718282000,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.911,55
1718282000,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.913,55
1718282000,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.911,90
1718282002,"45188797391318900757657665356653480210140000074344065807354500801374986024758",0.997,200
1718282002,"2955663574388335100151089034981714479605517124715864795130556110892243307868",0.003,200
1718282048,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.088,355
1718282048,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.912,355
1718282088,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.06,5
1718282088,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.06,5
1718308538,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.08,217
1718308538,"56980038021693126179388145467467043305943982958663020089701063423381899122993",0.92,217
1718323639,"58489327197666729130888438447784692458397801742406884624482733019916335006485",0.008,1533.6
1718323639,"58489327197666729130888438447784692458397801742406884624482733019916335006485",0.00842525100318917,5387.376469
1718323639,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.992,2555
1718323639,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.994,55
1718323639,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.983000004024378,241.776469
1718323639,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.991,225
1718323639,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.992,777
1718326854,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.925993147513659,0.10799
1718326854,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.925993147513659,0.10799
1718342373,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.926,54.89
1718342373,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.926,54.89
1718373098,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.08,62.5
1718373098,"50006978152563856399785875225610673770033700288568382341623864478358375869194",0.08,62.5
1718373106,"59554035272971465220854776043160935814088961373397843604502416345214415162662",0.984,312.5
1718373106,"58489327197666729130888438447784692458397801742406884624482733019916335006485",0.016,312.5
1718406451,"71914038773350234130553415116948415426792971631252265695143324140554345804068",0.075,100
1718406451,"14987046218227329027080984029949561275408794766325730526435811581087168625932",0.925,100
