"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2025-05-01 00:12:00,96.165,96.165,96.165,96.165,0,197,
2025-05-01 01:46:00,96.17,96.17,96.17,96.17,0.0049999999999954525,12,
2025-05-01 01:48:00,96.17,96.17,96.17,96.17,0,3,
2025-05-01 01:53:00,96.17,96.17,96.17,96.17,0,21,
2025-05-01 02:00:00,96.17,96.17,96.17,96.17,0,12,
2025-05-01 02:02:00,96.17,96.17,96.17,96.17,0,16,
2025-05-01 02:08:00,96.17,96.17,96.17,96.17,0,38,
2025-05-01 02:12:00,96.17,96.17,96.17,96.17,0,36,
2025-05-01 02:13:00,96.17,96.17,96.17,96.17,0,12,
2025-05-01 02:16:00,96.17,96.17,96.17,96.17,0,14,
2025-05-01 02:17:00,96.17,96.17,96.17,96.17,0,10,
2025-05-01 02:21:00,96.17,96.17,96.17,96.17,0,21,
2025-05-01 02:35:00,96.17,96.17,96.17,96.17,0,30,
2025-05-01 02:58:00,96.175,96.175,96.175,96.175,0.0049999999999954525,52,
2025-05-01 03:00:00,96.175,96.175,96.175,96.175,0,6,
2025-05-01 03:02:00,96.175,96.175,96.175,96.175,0,2,
2025-05-01 03:04:00,96.18,96.18,96.18,96.18,0.005000000000009663,4,
2025-05-01 03:10:00,96.18,96.18,96.18,96.18,0,35,
2025-05-01 03:15:00,96.18,96.18,96.18,96.18,0,23,
2025-05-01 03:17:00,96.18,96.18,96.18,96.18,0,11,
2025-05-01 03:25:00,96.18,96.18,96.18,96.18,0,11,
2025-05-01 03:33:00,96.18,96.18,96.18,96.18,0,22,
2025-05-01 03:34:00,96.18,96.18,96.18,96.18,0,44,
2025-05-01 03:35:00,96.18,96.18,96.18,96.18,0,10,
2025-05-01 03:55:00,96.18,96.18,96.18,96.18,0,1,
2025-05-01 04:23:00,96.18,96.18,96.18,96.18,0,24,
2025-05-01 04:40:00,96.18,96.18,96.18,96.18,0,26,
2025-05-01 04:59:00,96.18,96.18,96.18,96.18,0,25,
2025-05-01 05:13:00,96.18,96.18,96.18,96.18,0,11,
2025-05-01 05:26:00,96.185,96.185,96.185,96.185,0.0049999999999954525,1,
2025-05-01 05:29:00,96.185,96.185,96.185,96.185,0,52,
2025-05-01 05:30:00,96.185,96.185,96.185,96.185,0,22,
2025-05-01 05:49:00,96.19,96.19,96.19,96.19,0.0049999999999954525,20,
2025-05-01 05:53:00,96.19,96.19,96.19,96.19,0,115,
2025-05-01 06:00:00,96.19,96.19,96.19,96.19,0,12,
2025-05-01 06:01:00,96.19,96.19,96.19,96.19,0,14,
2025-05-01 06:05:00,96.19,96.19,96.19,96.19,0,4,
2025-05-01 06:08:00,96.19,96.19,96.19,96.19,0,36,
2025-05-01 06:09:00,96.19,96.19,96.19,96.19,0,11,
2025-05-01 06:19:00,96.195,96.195,96.195,96.195,0.0049999999999954525,6,
2025-05-01 06:20:00,96.195,96.195,96.195,96.195,0,2,
2025-05-01 06:21:00,96.195,96.195,96.195,96.195,0,20,
2025-05-01 06:22:00,96.195,96.195,96.195,96.195,0,7,
2025-05-01 06:30:00,96.195,96.195,96.195,96.195,0,2,
2025-05-01 06:31:00,96.19,96.19,96.19,96.19,-0.0049999999999954525,207,
2025-05-01 06:34:00,96.19,96.19,96.19,96.19,0,9,
2025-05-01 06:35:00,96.19,96.19,96.19,96.19,0,2,
2025-05-01 06:40:00,96.195,96.195,96.195,96.195,0.0049999999999954525,17,
2025-05-01 06:59:00,96.195,96.195,96.195,96.195,0,64,
2025-05-01 07:00:00,96.195,96.195,96.195,96.195,0,11,
2025-05-01 07:03:00,96.195,96.195,96.195,96.195,0,6,
2025-05-01 07:04:00,96.195,96.195,96.195,96.195,0,78,
2025-05-01 07:06:00,96.195,96.195,96.195,96.195,0,12,
2025-05-01 07:12:00,96.19,96.19,96.19,96.19,-0.0049999999999954525,6,
2025-05-01 07:13:00,96.19,96.19,96.19,96.19,0,37,
2025-05-01 07:14:00,96.19,96.19,96.19,96.19,0,8,
2025-05-01 07:20:00,96.19,96.19,96.19,96.19,0,11,
2025-05-01 07:29:00,96.19,96.19,96.19,96.19,0,22,
2025-05-01 07:30:00,96.195,96.215,96.195,96.215,0.025000000000005684,321,
2025-05-01 07:31:00,96.215,96.215,96.215,96.215,0,140,
2025-05-01 07:32:00,96.215,96.215,96.215,96.215,0,25,
