"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2024-12-01 17:05:00,95.7,95.7,95.7,95.7,0,3,
2024-12-01 17:36:00,95.7,95.7,95.7,95.7,0,3,
2024-12-01 18:13:00,95.695,95.695,95.695,95.695,-0.005000000000009663,2,
2024-12-01 19:10:00,95.695,95.695,95.695,95.695,0,117,
2024-12-01 20:27:00,95.69,95.69,95.69,95.69,-0.0049999999999954525,19,
2024-12-01 20:34:00,95.695,95.695,95.695,95.695,0.0049999999999954525,24,
2024-12-01 22:06:00,95.695,95.695,95.695,95.695,0,174,
2024-12-01 22:35:00,95.695,95.695,95.695,95.695,0,14,
2024-12-01 22:41:00,95.695,95.695,95.695,95.695,0,75,
2024-12-01 23:10:00,95.695,95.695,95.695,95.695,0,15,
2024-12-01 23:31:00,95.695,95.695,95.695,95.695,0,17,
2024-12-01 23:34:00,95.695,95.695,95.695,95.695,0,61,
2024-12-01 23:48:00,95.695,95.695,95.695,95.695,0,3,
2024-12-02 00:15:00,95.695,95.695,95.695,95.695,0,15,
2024-12-02 01:39:00,95.695,95.695,95.695,95.695,0,23,
2024-12-02 01:53:00,95.695,95.695,95.695,95.695,0,95,
2024-12-02 02:25:00,95.69,95.69,95.69,95.69,-0.0049999999999954525,105,
2024-12-02 02:38:00,95.69,95.69,95.69,95.69,0,70,
2024-12-02 02:39:00,95.69,95.69,95.69,95.69,0,20,
2024-12-02 02:45:00,95.69,95.69,95.69,95.69,0,11,
2024-12-02 02:47:00,95.69,95.69,95.69,95.69,0,6,
2024-12-02 03:21:00,95.69,95.69,95.69,95.69,0,21,
2024-12-02 03:23:00,95.69,95.69,95.69,95.69,0,15,
2024-12-02 03:27:00,95.69,95.69,95.69,95.69,0,8,
2024-12-02 03:28:00,95.69,95.69,95.69,95.69,0,10,
2024-12-02 03:35:00,95.69,95.69,95.69,95.69,0,8,
2024-12-02 03:57:00,95.69,95.69,95.69,95.69,0,7,
2024-12-02 04:00:00,95.69,95.69,95.69,95.69,0,200,
2024-12-02 04:01:00,95.69,95.69,95.69,95.69,0,14,
2024-12-02 04:02:00,95.69,95.69,95.69,95.69,0,8,
2024-12-02 04:05:00,95.69,95.69,95.69,95.69,0,9,
2024-12-02 04:11:00,95.69,95.69,95.69,95.69,0,1,
2024-12-02 04:18:00,95.69,95.69,95.69,95.69,0,1,
2024-12-02 04:28:00,95.69,95.69,95.69,95.69,0,11,
2024-12-02 04:55:00,95.69,95.69,95.69,95.69,0,36,
2024-12-02 04:56:00,95.69,95.69,95.69,95.69,0,10,
2024-12-02 05:04:00,95.685,95.685,95.685,95.685,-0.0049999999999954525,10,
2024-12-02 05:06:00,95.69,95.69,95.69,95.69,0.0049999999999954525,1,
2024-12-02 05:33:00,95.69,95.69,95.69,95.69,0,9,
2024-12-02 05:37:00,95.69,95.69,95.69,95.69,0,7,
2024-12-02 06:07:00,95.695,95.695,95.695,95.695,0.0049999999999954525,3,
2024-12-02 06:10:00,95.69,95.69,95.69,95.69,-0.0049999999999954525,66,
2024-12-02 06:14:00,95.69,95.69,95.69,95.69,0,11,
2024-12-02 06:17:00,95.69,95.69,95.69,95.69,0,19,
2024-12-02 06:18:00,95.69,95.69,95.69,95.69,0,1,
2024-12-02 06:30:00,95.69,95.69,95.69,95.69,0,80,
2024-12-02 06:46:00,95.69,95.69,95.69,95.69,0,33,
2024-12-02 06:54:00,95.69,95.69,95.69,95.69,0,6,
