"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2025-03-02 17:00:00,96.025,96.025,96.015,96.015,0,100,
2025-03-02 17:02:00,96.01,96.01,96.01,96.01,-0.0049999999999954525,32,
2025-03-02 17:04:00,96.01,96.01,96.01,96.01,0,3,
2025-03-02 17:49:00,96.005,96.005,96.005,96.005,-0.005000000000009663,281,
2025-03-02 17:50:00,96.005,96.005,96.005,96.005,0,17,
2025-03-02 17:53:00,96.005,96.005,96.005,96.005,0,48,
2025-03-02 18:26:00,96.005,96.005,96.005,96.005,0,6,
2025-03-02 18:29:00,96.005,96.005,96.005,96.005,0,41,
2025-03-02 18:40:00,96.005,96.005,96.005,96.005,0,156,
2025-03-02 18:43:00,96.005,96.005,96.005,96.005,0,102,
2025-03-02 19:04:00,96.005,96.005,96.005,96.005,0,12,
2025-03-02 19:38:00,96.005,96.005,96.005,96.005,0,12,
2025-03-02 19:44:00,96.005,96.005,96.005,96.005,0,24,
2025-03-02 19:45:00,96.005,96.005,96.005,96.005,0,1,
2025-03-02 20:25:00,96.005,96.005,96.005,96.005,0,1,
2025-03-02 20:30:00,96.005,96.005,96.005,96.005,0,12,
2025-03-02 20:33:00,96.005,96.005,96.005,96.005,0,1,
2025-03-02 20:35:00,96.005,96.005,96.005,96.005,0,12,
2025-03-02 20:41:00,96.01,96.01,96.01,96.01,0.005000000000009663,1,
2025-03-02 21:03:00,96.01,96.01,96.01,96.01,0,79,
2025-03-02 21:04:00,96.01,96.01,96.01,96.01,0,227,
2025-03-02 21:09:00,96.01,96.01,96.01,96.01,0,9,
2025-03-03 00:20:00,96.015,96.015,96.015,96.015,0.0049999999999954525,1,
2025-03-03 00:24:00,96.015,96.015,96.015,96.015,0,277,
2025-03-03 00:25:00,96.015,96.015,96.015,96.015,0,32,
2025-03-03 00:30:00,96.015,96.015,96.015,96.015,0,34,
2025-03-03 00:31:00,96.015,96.015,96.015,96.015,0,60,
2025-03-03 00:32:00,96.015,96.015,96.015,96.015,0,13,
2025-03-03 00:38:00,96.015,96.015,96.015,96.015,0,118,
2025-03-03 00:56:00,96.01,96.01,96.01,96.01,-0.0049999999999954525,80,
2025-03-03 01:36:00,96.005,96.005,96.005,96.005,-0.005000000000009663,200,
2025-03-03 01:37:00,96.005,96.005,96.005,96.005,0,11,
2025-03-03 01:41:00,96.005,96.005,96.005,96.005,0,1,
2025-03-03 01:59:00,96.005,96.005,96.005,96.005,0,35,
2025-03-03 02:00:00,96.005,96.005,96.005,96.005,0,11,
2025-03-03 02:07:00,96.005,96.005,96.005,96.005,0,27,
2025-03-03 02:08:00,96.005,96.005,96.005,96.005,0,10,
2025-03-03 02:13:00,96.005,96.005,96.005,96.005,0,10,
2025-03-03 02:15:00,96.005,96.005,96.005,96.005,0,7,
2025-03-03 03:31:00,96.005,96.005,96.005,96.005,0,44,
2025-03-03 03:35:00,96.005,96.005,96.005,96.005,0,10,
2025-03-03 03:52:00,96,96,96,96,-0.0049999999999954525,26,
2025-03-03 03:53:00,96,96,96,96,0,11,
2025-03-03 03:55:00,96,96,96,96,0,14,
2025-03-03 03:57:00,96,96,96,96,0,34,
2025-03-03 03:59:00,96,96,96,96,0,24,
2025-03-03 04:01:00,96,96,96,96,0,4,
2025-03-03 04:04:00,96,96,96,96,0,50,
2025-03-03 04:05:00,96,96,96,96,0,50,
2025-03-03 04:06:00,96,96,96,96,0,150,
2025-03-03 04:08:00,96,96,96,96,0,46,
2025-03-03 04:35:00,95.995,95.995,95.995,95.995,-0.0049999999999954525,25,
2025-03-03 04:38:00,95.995,95.995,95.995,95.995,0,341,
2025-03-03 05:11:00,95.99,95.99,95.99,95.99,-0.005000000000009663,15,
2025-03-03 05:39:00,95.995,95.995,95.995,95.995,0.005000000000009663,87,
2025-03-03 06:01:00,95.995,95.995,95.995,95.995,0,47,
2025-03-03 06:02:00,95.995,95.995,95.995,95.995,0,48,
2025-03-03 06:24:00,95.995,95.995,95.995,95.995,0,1,
2025-03-03 06:26:00,95.995,95.995,95.995,95.995,0,141,
2025-03-03 06:28:00,95.995,95.995,95.995,95.995,0,8,
2025-03-03 06:29:00,95.995,95.995,95.995,95.995,0,24,
2025-03-03 06:53:00,95.995,95.995,95.995,95.995,0,135,
2025-03-03 06:58:00,95.995,95.995,95.995,95.995,0,107,
2025-03-03 07:00:00,95.995,95.995,95.995,95.995,0,14,
2025-03-03 07:02:00,95.995,95.995,95.995,95.995,0,37,
2025-03-03 07:12:00,95.99,95.99,95.99,95.99,-0.005000000000009663,3,
2025-03-03 07:13:00,95.99,95.99,95.99,95.99,0,2,
2025-03-03 07:14:00,95.99,95.99,95.99,95.99,0,544,
2025-03-03 07:20:00,95.99,95.99,95.99,95.99,0,97,
2025-03-03 07:21:00,95.99,95.99,95.99,95.99,0,2,
2025-03-03 07:22:00,95.99,95.99,95.99,95.99,0,17,
2025-03-03 07:30:00,95.99,95.995,95.99,95.995,0.005000000000009663,188,
2025-03-03 07:45:00,95.99,95.99,95.99,95.99,-0.005000000000009663,2,
2025-03-03 07:49:00,95.99,95.99,95.99,95.99,0,16,
2025-03-03 07:54:00,95.995,95.995,95.995,95.995,0.005000000000009663,10,
2025-03-03 08:01:00,95.995,95.995,95.995,95.995,0,84,
2025-03-03 08:02:00,95.995,95.995,95.995,95.995,0,19,
2025-03-03 08:03:00,95.995,95.995,95.995,95.995,0,31,
2025-03-03 08:04:00,95.995,95.995,95.995,95.995,0,7,
2025-03-03 08:10:00,95.99,95.99,95.99,95.99,-0.005000000000009663,95,
2025-03-03 08:11:00,95.99,95.99,95.99,95.99,0,7,
2025-03-03 08:14:00,95.99,95.99,95.99,95.99,0,190,
2025-03-03 08:15:00,95.99,95.99,95.99,95.99,0,122,
2025-03-03 08:23:00,95.99,95.99,95.99,95.99,0,129,
2025-03-03 08:27:00,95.99,95.99,95.99,95.99,0,85,
2025-03-03 08:29:00,95.99,95.99,95.99,95.99,0,120,
2025-03-03 08:35:00,95.99,95.99,95.99,95.99,0,3,
2025-03-03 08:36:00,95.99,95.99,95.99,95.99,0,131,
2025-03-03 08:39:00,95.995,95.995,95.995,95.995,0.005000000000009663,10,
2025-03-03 08:40:00,95.995,95.995,95.995,95.995,0,10,
2025-03-03 08:41:00,95.995,95.995,95.995,95.995,0,15,
2025-03-03 08:42:00,95.995,95.995,95.995,95.995,0,39,
2025-03-03 08:45:00,95.995,95.995,95.995,95.995,0,10,
2025-03-03 08:46:00,95.995,95.995,95.995,95.995,0,5,
2025-03-03 08:47:00,95.995,95.995,95.995,95.995,0,15,
2025-03-03 08:50:00,95.995,95.995,95.995,95.995,0,48,
2025-03-03 08:55:00,95.995,95.995,95.995,95.995,0,22,
2025-03-03 08:56:00,95.995,95.995,95.995,95.995,0,8,
2025-03-03 08:59:00,95.995,95.995,95.99,95.995,0,32,
2025-03-03 09:00:00,95.99,96.005,95.985,96.005,0.009999999999990905,153,
2025-03-03 09:01:00,96.005,96.005,96.005,96.005,0,105,
2025-03-03 09:03:00,96.005,96.005,96.005,96.005,0,197,
2025-03-03 09:04:00,96.005,96.005,96.005,96.005,0,18,
2025-03-03 09:07:00,96,96,96,96,-0.0049999999999954525,40,
2025-03-03 09:08:00,96,96,96,96,0,37,
2025-03-03 09:10:00,96,96,96,96,0,15,
2025-03-03 09:12:00,96.005,96.01,96.005,96.01,0.010000000000005116,1080,
2025-03-03 09:13:00,96.015,96.015,96.015,96.015,0.0049999999999954525,111,
2025-03-03 09:14:00,96.015,96.015,96.015,96.015,0,168,
2025-03-03 09:16:00,96.02,96.02,96.02,96.02,0.0049999999999954525,1,
2025-03-03 09:18:00,96.015,96.015,96.015,96.015,-0.0049999999999954525,73,
2025-03-03 09:19:00,96.015,96.015,96.015,96.015,0,24,
2025-03-03 09:20:00,96.015,96.015,96.015,96.015,0,27,
2025-03-03 09:21:00,96.015,96.015,96.015,96.015,0,18,
2025-03-03 09:22:00,96.015,96.015,96.015,96.015,0,21,
2025-03-03 09:24:00,96.015,96.015,96.015,96.015,0,100,
2025-03-03 09:27:00,96.015,96.015,96.015,96.015,0,23,
2025-03-03 09:28:00,96.015,96.015,96.015,96.015,0,27,
2025-03-03 09:38:00,96.015,96.015,96.015,96.015,0,29,
2025-03-03 09:39:00,96.015,96.015,96.015,96.015,0,10,
2025-03-03 09:53:00,96.01,96.01,96.01,96.01,-0.0049999999999954525,104,
2025-03-03 09:54:00,96.01,96.01,96.01,96.01,0,50,
2025-03-03 09:57:00,96.01,96.01,96.01,96.01,0,123,
2025-03-03 10:01:00,96.005,96.005,96.005,96.005,-0.005000000000009663,50,
2025-03-03 10:04:00,96.005,96.005,96.005,96.005,0,187,
2025-03-03 10:06:00,96.005,96.005,96.005,96.005,0,11,
2025-03-03 10:08:00,96.005,96.005,96.005,96.005,0,10,
2025-03-03 10:11:00,96.005,96.005,96.005,96.005,0,10,
2025-03-03 10:12:00,96.005,96.005,96.005,96.005,0,10,
2025-03-03 10:15:00,96.005,96.005,96.005,96.005,0,10,
2025-03-03 10:18:00,96.01,96.015,96.01,96.015,0.010000000000005116,620,
2025-03-03 10:25:00,96.015,96.015,96.015,96.015,0,68,
2025-03-03 10:26:00,96.015,96.015,96.015,96.015,0,10,
2025-03-03 10:27:00,96.015,96.015,96.015,96.015,0,5,
2025-03-03 10:31:00,96.02,96.02,96.02,96.02,0.0049999999999954525,150,
2025-03-03 10:33:00,96.02,96.02,96.02,96.02,0,15,
2025-03-03 10:36:00,96.02,96.02,96.02,96.02,0,6,
2025-03-03 10:37:00,96.02,96.02,96.02,96.02,0,25,
2025-03-03 10:38:00,96.02,96.02,96.02,96.02,0,47,
2025-03-03 10:39:00,96.02,96.02,96.02,96.02,0,16,
2025-03-03 10:41:00,96.025,96.025,96.025,96.025,0.005000000000009663,4,
2025-03-03 10:44:00,96.02,96.02,96.02,96.02,-0.005000000000009663,44,
2025-03-03 10:45:00,96.02,96.02,96.02,96.02,0,101,
2025-03-03 10:51:00,96.015,96.015,96.015,96.015,-0.0049999999999954525,6,
2025-03-03 10:58:00,96.015,96.015,96.015,96.015,0,130,
2025-03-03 11:15:00,96.015,96.015,96.015,96.015,0,266,
2025-03-03 11:16:00,96.015,96.015,96.015,96.015,0,124,
2025-03-03 11:31:00,96.01,96.01,96.01,96.01,-0.0049999999999954525,1,
2025-03-03 11:34:00,96.015,96.015,96.015,96.015,0.0049999999999954525,161,
2025-03-03 11:35:00,96.015,96.015,96.015,96.015,0,20,
2025-03-03 11:42:00,96.015,96.015,96.015,96.015,0,19,
2025-03-03 11:47:00,96.02,96.025,96.02,96.025,0.010000000000005116,2141,
2025-03-03 11:52:00,96.025,96.025,96.025,96.025,0,1,
2025-03-03 12:04:00,96.02,96.02,96.02,96.02,-0.005000000000009663,64,
2025-03-03 12:08:00,96.025,96.025,96.025,96.025,0.005000000000009663,409,
2025-03-03 12:12:00,96.03,96.03,96.03,96.03,0.0049999999999954525,59,
2025-03-03 12:13:00,96.03,96.03,96.03,96.03,0,2,
2025-03-03 12:14:00,96.03,96.03,96.03,96.03,0,17,
2025-03-03 12:15:00,96.03,96.03,96.03,96.03,0,20,
2025-03-03 12:16:00,96.03,96.03,96.03,96.03,0,10,
2025-03-03 12:17:00,96.03,96.03,96.03,96.03,0,4,
2025-03-03 12:21:00,96.03,96.03,96.03,96.03,0,49,
2025-03-03 12:22:00,96.03,96.03,96.03,96.03,0,2,
2025-03-03 12:28:00,96.03,96.03,96.03,96.03,0,18,
2025-03-03 12:39:00,96.03,96.03,96.03,96.03,0,1,
2025-03-03 12:40:00,96.035,96.035,96.035,96.035,0.0049999999999954525,164,
2025-03-03 12:42:00,96.035,96.035,96.035,96.035,0,64,
2025-03-03 12:44:00,96.035,96.035,96.035,96.035,0,1,
2025-03-03 12:48:00,96.03,96.03,96.03,96.03,-0.0049999999999954525,16,
2025-03-03 12:49:00,96.03,96.03,96.03,96.03,0,17,
2025-03-03 12:50:00,96.03,96.03,96.03,96.03,0,20,
2025-03-03 12:51:00,96.03,96.03,96.03,96.03,0,11,
2025-03-03 12:54:00,96.03,96.03,96.03,96.03,0,2,
2025-03-03 12:55:00,96.03,96.03,96.03,96.03,0,12,
